INFORMACIÓN GENERAL ESTACIONES,,,,,,,,,NORMAL CLIMATOLÓGICA ESTÁNDAR DE No DE DÍAS CON LLUVIA ≥ 1 mm PARA EL PERIODO 1991-2020,,,,,,,,,,,,,  Cumplen la directriz No 1203 del 2017 de la OMM,
CODIGO,CATEGORIA,ESTACIÓN,MUNICIPIO,DEPARTAMENTO,AO,ALTITUD (m),LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL, Número de meses,% de cumplimiento
24010840,PM,Panelas,Motavita,Boyacá,6,3195,"-73,39","5,63","3,9","4,2","7,5","9,6","9,9","8,5","8,0","7,1","5,7","11,1","11,0","5,0","91,5",344,"95,6%"
23120050,PM,Muzo,Muzo,Boyacá,6,850,"-74,10","5,53","10,2","11,1","16,7","18,9","18,5","12,5","10,2","10,3","15,1","19,7","17,2","11,8","172,2",353,"98,1%"
24030790,PM,Nobsa,Nobsa,Boyacá,6,2500,"-72,94","5,77","5,2","6,5","12,1","14,6","14,6","11,3","11,8","11,2","10,7","15,4","14,4","7,7","135,5",359,"99,7%"
35075010,AM,Nuevo Colón,Nuevo Colón,Boyacá,6,2438,"-73,45","5,35","3,4","5,0","9,5","13,6","18,3","20,1","21,9","19,3","14,3","14,0","11,8","6,4","157,6",356,"98,9%"
24030450,PM,El Encanto,Oicatá,Boyacá,6,2645,"-73,32","5,61","4,1","4,5","9,1","12,4","12,7","10,4","10,1","8,7","7,1","12,1","12,5","5,9","109,7",333,"92,5%"
23125080,CO,Otanche,Otanche,Boyacá,6,1100,"-74,18","5,66","13,1","13,5","18,8","19,7","20,5","14,7","14,4","13,6","15,9","20,4","20,9","15,6","201,1",351,"97,5%"
35070210,PM,Pachavita,Pachavita,Boyacá,6,2160,"-73,40","5,14","3,4","5,2","10,3","15,5","19,9","20,6","21,8","19,9","15,4","14,4","12,0","6,4","164,7",350,"97,2%"
35080050,ME,Paez,Páez,Boyacá,6,1350,"-73,05","5,10","6,0","7,0","11,7","20,7","25,7","26,2","27,5","25,5","21,6","22,8","20,0","11,7","226,5",344,"95,6%"
24030510,PM,El Cerezo,Paipa,Boyacá,6,2900,"-73,07","5,70","4,2","5,1","10,4","12,6","12,3","8,8","9,0","7,4","7,6","11,7","12,5","6,2","107,9",357,"99,2%"
24025030,CP,La Sierra - AUT,Paipa,Boyacá,6,2700,"-73,16","5,97","14,0","14,7","20,8","21,2","18,0","11,6","10,6","10,5","13,0","19,5","20,8","15,1","189,7",357,"99,2%"
24010870,PM,Palermo,Paipa,Boyacá,6,2200,"-73,20","5,90","11,7","13,1","19,2","19,1","16,1","10,4","8,9","9,1","10,9","16,9","19,7","14,1","169,2",353,"98,1%"
24035430,AM,Tunguavita - AUT ,Paipa,Boyacá,6,2470,"-73,12","5,75","4,7","6,3","12,1","15,0","15,0","11,3","11,0","10,3","10,6","14,7","14,0","7,7","132,9",354,"98,3%"
35195050,CO,Corinto,Pajarito,Boyacá,6,1550,"-72,72","5,41","8,1","8,9","14,2","21,4","25,3","26,4","27,0","27,0","24,6","25,1","21,1","12,1","241,3",351,"97,5%"
35190050,PM,Pajarito,Pajarito,Boyacá,6,842,"-72,70","5,30","3,0","3,6","9,2","18,6","21,8","22,7","24,1","22,8","18,9","18,9","14,0","6,1","183,7",348,"96,7%"
23125090,ME,Pauna,Pauna,Boyacá,6,1225,"-73,98","5,65","12,1","12,8","18,6","20,2","18,1","12,0","10,6","10,8","14,0","20,6","20,1","15,3","185,2",329,"91,4%"
24030120,PG,Pesca,Pesca,Boyacá,6,2678,"-73,08","5,52","2,5","3,7","7,4","10,8","13,3","10,5","11,0","9,9","8,6","11,4","10,6","3,7","103,4",313,"86,9%"
23110040,PM,El Trique,Puerto Boyacá,Boyacá,10,179,"-74,57","5,88","6,2","6,7","10,8","14,6","14,6","10,2","9,5","9,3","12,2","14,6","13,6","7,3","129,6",344,"95,6%"
23110030,PM,Puerto Nino,Puerto Boyacá,Boyacá,10,150,"-74,42","5,94","4,4","6,2","11,0","13,6","14,8","10,9","9,7","9,5","12,6","13,9","11,2","6,9","124,6",345,"95,8%"
23125140,CO,Aeropuerto Furatena - AUT,Quípama,Boyacá,6,1250,"-74,18","5,52","12,2","13,6","18,6","22,0","22,0","17,7","16,0","14,1","17,7","21,6","19,5","14,9","209,9",330,"91,7%"
35070010,PG,Ramiriquí,Ramiriquí,Boyacá,6,2360,"-73,33","5,40","3,6","5,6","10,6","15,3","19,8","21,2","22,3","19,3","14,3","14,7","13,9","7,3","167,8",348,"96,7%"
35075030,CO,Villa Luisa,Ramiriquí,Boyacá,6,2200,"-73,35","5,42","3,7","5,0","10,8","14,6","18,6","19,0","20,4","18,4","13,6","14,2","14,0","6,8","159,0",347,"96,4%"
24010180,PM,Ráquira,Ráquira,Boyacá,6,2290,"-73,63","5,54","5,0","5,8","10,9","11,3","9,4","4,6","4,3","3,6","5,5","11,4","12,4","6,9","91,1",358,"99,4%"
35085020,CO,Rondón,Rondón,Boyacá,6,2120,"-73,20","5,36","7,3","9,1","13,9","19,7","24,4","25,1","26,2","23,6","18,9","18,3","18,0","11,2","215,7",344,"95,6%"
24015360,CO,La Granja Saboya,Saboyá,Boyacá,6,2550,"-73,76","5,70","6,0","9,7","14,1","16,7","12,5","7,6","7,0","7,2","9,4","16,2","15,7","8,4","130,4",348,"96,7%"
35070310,PG,Teatinos,Samacá,Boyacá,6,3250,"-73,38","5,42","6,3","7,8","13,6","16,8","20,9","22,4","25,0","22,1","16,0","16,9","16,0","9,6","193,3",347,"96,4%"
24015220,CP,Villa Carmen,Samacá,Boyacá,6,2600,"-73,50","5,51","4,5","5,7","9,9","10,6","10,6","8,5","8,4","7,5","6,7","10,6","11,2","5,5","99,7",355,"98,6%"
35080070,PM,San Luis de Gaceno,San Luis De Gaceno,Boyacá,6,400,"-73,17","4,82","4,1","4,5","10,6","18,9","23,4","23,7","25,0","22,7","18,7","17,5","15,2","8,4","192,6",356,"98,9%"
23120250,PM,Borbur 2,San Pablo De Borbur,Boyacá,6,681,"-74,07","5,65","7,9","8,4","14,2","17,1","16,9","12,0","11,2","10,6","14,6","17,7","15,7","9,1","155,5",354,"98,3%"
35070170,PM,Nazareth,Santa María (Boyacá),Boyacá,6,400,"-73,20","4,73","3,8","4,4","7,9","16,3","21,3","23,3","23,1","19,5","16,6","15,8","14,3","9,7","176,0",333,"92,5%"
35080080,PM,Piedra Campana,Santa María (Boyacá),Boyacá,6,450,"-73,23","4,86","5,7","6,3","11,2","20,2","24,5","25,2","25,1","22,7","19,1","18,2","16,4","11,0","205,8",355,"98,6%"
35070180,PG,Santa María,Santa María (Boyacá),Boyacá,6,850,"-73,26","4,86","7,1","8,0","14,1","22,1","26,6","26,6","27,3","25,2","21,5","21,4","19,1","14,5","233,5",353,"98,1%"
24030400,PM,Santa Rosa de Viterbo,Santa Rosa De Viterbo,Boyacá,6,2690,"-72,99","5,87","5,6","6,6","12,2","14,3","13,6","9,6","10,0","9,5","10,3","14,6","14,6","7,7","128,5",357,"99,2%"
24015090,CO,Institución Agrícola Santa Sofía,Santa Sofía,Boyacá,6,2300,"-73,60","5,71","6,3","9,2","14,1","15,6","14,6","9,6","8,4","8,1","10,1","15,7","15,5","9,5","136,7",351,"97,5%"
24010110,PM,La Comoda,Santana,Boyacá,8,1520,"-73,47","6,08","8,7","10,4","16,6","20,4","22,5","18,9","18,9","17,8","18,3","20,7","17,9","12,3","203,3",356,"98,9%"
24030670,PM,Santa Rosita,Sativanorte,Boyacá,6,3240,"-72,77","6,14","5,4","7,6","13,8","17,0","14,4","11,0","10,7","9,8","11,1","14,8","15,6","7,1","138,3",333,"92,5%"
24035320,CO,Sativanorte,Sativanorte,Boyacá,6,2594,"-72,70","6,12","5,4","5,7","11,1","14,3","12,4","7,9","7,8","7,9","8,3","14,0","13,9","6,0","114,7",356,"98,9%"
24037550,LM,Siachoque,Siachoque,Boyacá,6,2720,"-73,25","5,51","3,5","4,2","9,3","13,1","14,6","14,3","13,9","11,5","9,8","12,8","14,4","5,7","127,0",352,"97,8%"
24030690,PM,Curital,Socha,Boyacá,6,352,"-72,64","5,99","5,6","7,1","11,3","14,9","15,6","13,3","14,8","15,6","13,0","14,3","15,0","7,5","148,0",349,"96,9%"
24030570,PM,Aposentos,Socotá,Boyacá,6,2328,"-72,64","6,06","3,8","4,4","8,2","10,9","10,5","6,7","6,2","7,1","7,0","10,9","11,4","5,2","92,3",356,"98,9%"
35235010,CO,El Cardón,Socotá,Boyacá,6,3590,"-72,53","6,01","6,4","8,4","15,4","20,9","25,6","27,4","28,7","28,2","25,0","24,1","18,1","10,4","238,6",347,"96,4%"
24035340,CP,Aeropuerto Alberto Lleras C,Sogamoso,Boyacá,6,2500,"-72,97","5,68","4,0","4,4","10,4","13,0","13,3","10,3","10,5","9,7","9,4","12,4","12,3","4,8","114,5",339,"94,2%"
35190010,PG,Las Cintas,Sogamoso,Boyacá,6,3400,"-72,87","5,61","4,2","5,4","10,5","14,6","18,2","20,7","23,5","22,4","15,5","14,6","13,1","6,4","169,3",347,"96,4%"
35070100,PM,Somondoco,Somondoco,Boyacá,6,1600,"-73,43","4,98","2,7","3,4","7,2","11,5","15,7","16,8","18,0","14,4","10,9","9,6","7,7","3,3","121,3",351,"97,5%"
24030420,PM,La Finca Pila ,Soracá,Boyacá,6,2873,"-73,31","5,52","2,4","3,1","5,8","9,6","11,2","10,0","10,8","7,7","5,3","8,3","9,4","4,3","88,0",336,"93,3%"
24030380,PM,Sotaquirá,Sotaquirá,Boyacá,6,2860,"-73,23","5,75","5,1","6,9","12,6","14,8","14,9","12,0","11,9","11,1","10,9","15,2","13,8","8,7","137,9",353,"98,1%"
35075020,CP,Sutatenza,Sutatenza,Boyacá,6,1930,"-73,45","5,02","4,3","5,1","10,3","16,6","20,9","22,2","22,7","19,8","15,4","13,7","12,0","5,4","168,4",356,"98,9%"
24030160,PM,Tasco,Tasco,Boyacá,6,2486,"-72,78","5,86","4,2","4,9","9,6","12,1","11,2","7,8","8,0","7,5","8,0","10,7","11,1","5,0","100,1",349,"96,9%"
35070550,PG,Valle Grande,Tenza,Boyacá,6,1830,"-73,43","5,06","3,3","3,9","8,1","14,1","18,8","20,7","20,7","18,4","12,8","12,0","10,8","5,4","149,2",344,"95,6%"
35070040,PM,Tibaná,Tibaná,Boyacá,6,2115,"-73,40","5,32","3,8","5,7","11,4","17,2","21,8","23,2","24,9","23,2","18,5","18,7","15,6","8,5","192,3",342,"95,0%"
24030410,PM,Tibasosa,Tibasosa,Boyacá,6,2500,"-73,00","5,74","4,1","4,0","8,1","10,9","10,7","8,1","7,9","6,1","6,6","11,0","11,0","5,0","93,4",336,"93,3%"
24030800,PM,Casa Amarilla,Toca,Boyacá,6,3200,"-73,16","5,53","2,9","4,9","8,9","11,7","13,3","10,8","13,1","10,6","9,1","11,2","12,3","5,8","114,6",338,"93,9%"
24035040,CO,La Copa ,Toca,Boyacá,6,2700,"-73,21","5,58","3,8","5,0","10,2","12,1","14,3","10,4","10,6","9,1","8,5","11,4","11,6","6,2","113,1",333,"92,5%"
24035130,CP,U P T C,Tunja,Boyacá,6,2690,"-73,36","5,54","3,3","4,5","8,8","11,9","12,0","10,5","10,3","8,5","7,4","11,1","10,9","5,5","104,5",350,"97,2%"
35070030,PM,Turmequé,Turmequé,Boyacá,6,2400,"-73,50","5,32","2,1","3,4","7,9","10,4","15,2","15,8","18,0","15,9","11,3","12,0","11,2","5,1","128,2",356,"98,9%"
24030820,PG,Los Azulejos,Tuta,Boyacá,6,2780,"-73,21","5,66","3,5","4,7","9,4","12,6","12,3","9,4","9,5","7,8","8,9","12,3","11,2","6,1","107,7",319,"88,6%"
24030530,PM,San Antonio,Tuta,Boyacá,6,2580,"-73,23","5,70","3,9","4,8","9,7","13,2","13,2","9,7","9,1","8,8","9,1","13,1","12,8","7,3","114,7",352,"97,8%"
24030860,PM,La Capilla,Tutazá,Boyacá,6,2800,"-72,87","6,10","7,0","8,6","14,4","17,6","15,0","10,5","9,7","10,0","11,4","16,0","15,1","8,6","143,9",354,"98,3%"
24030650,PM,Tutazá,Tutazá,Boyacá,6,2833,"-72,86","6,03","5,6","6,6","11,2","13,9","11,2","8,4","8,4","8,9","9,3","13,0","11,7","5,7","113,7",326,"90,6%"
35070050,PM,Úmbita,Úmbita,Boyacá,6,2300,"-73,44","5,22","3,6","5,9","10,5","15,2","19,9","21,1","22,7","20,2","15,8","15,2","13,4","6,7","170,2",356,"98,9%"
35070020,PM,Ventaquemada,Ventaquemada,Boyacá,6,2630,"-73,60","5,38","4,0","5,3","9,9","13,1","18,4","19,7","21,6","18,9","13,3","14,0","11,9","7,0","157,1",353,"98,1%"
24010410,PM,Hacienda  El Emporio ,Villa De Leiva,Boyacá,6,2120,"-73,55","5,60","4,1","5,1","8,7","9,8","7,5","3,7","2,9","2,5","4,3","9,3","10,6","5,9","74,4",357,"99,2%"
24015300,CP,Villa de Leyva,Villa De Leiva,Boyacá,6,2215,"-73,54","5,66","6,0","8,2","12,7","13,4","11,3","6,6","5,8","4,9","7,0","13,5","15,1","9,5","114,1",355,"98,6%"
35080010,PM,Zetaquira,Zetaquirá,Boyacá,6,1720,"-73,17","5,28","5,2","5,3","10,3","16,4","21,2","23,3","24,1","21,0","14,3","15,3","14,0","8,6","179,0",350,"97,2%"
26180190,PM,Aguadas,Aguadas,Caldas,1,2400,"-75,45","5,60","6,7","8,1","13,6","16,4","17,1","13,3","11,1","10,8","14,9","17,9","15,3","10,4","155,5",353,"98,1%"
26160160,PM,La María ,Aguadas,Caldas,1,1480,"-75,58","5,59","8,2","9,0","12,3","14,7","17,3","13,2","12,2","12,2","13,9","17,0","16,7","12,4","159,1",360,"100,0%"
26185010,CO,La Pelada,Aguadas,Caldas,1,2180,"-75,34","5,58","12,4","13,0","15,9","18,9","20,2","16,3","14,4","12,9","17,1","20,4","18,3","14,3","194,0",308,"85,6%"
23040030,PM,Idema-Dorada,La Dorada,Caldas,10,192,"-74,68","5,48","4,7","4,9","8,8","11,5","11,0","6,4","5,4","6,2","8,4","13,0","11,7","7,7","99,7",328,"91,1%"
26155110,CP,Aeropuerto La Nubia,Manizales,Caldas,9,2104,"-75,47","5,03","10,7","11,3","16,9","18,6","18,8","14,1","12,5","11,6","15,9","19,7","19,0","13,1","182,3",353,"98,1%"
26150160,CP,La Esperanza ,Manizales,Caldas,9,3341,"-75,36","5,02","10,3","11,1","17,2","20,4","22,0","16,8","15,2","14,1","16,0","20,1","19,7","13,1","195,9",345,"95,8%"
23020080,PM,Manzanares,Manzanares,Caldas,10,1974,"-75,14","5,27","15,3","16,9","20,5","20,4","19,6","11,9","10,4","10,8","16,6","20,3","21,7","18,0","202,4",348,"96,7%"
23050080,PM,Marquetalia,Marquetalia,Caldas,10,1550,"-75,06","5,30","14,2","14,9","17,1","17,2","16,6","9,1","9,4","9,4","14,8","17,1","18,3","16,2","174,2",340,"94,4%"
23020090,PM,Marulanda,Marulanda,Caldas,1,1700,"-75,27","5,28","12,3","14,5","18,2","20,7","22,1","16,3","15,4","13,5","18,1","20,4","19,3","15,2","205,9",358,"99,4%"
26160120,PM,La Cristalina,Neira,Caldas,9,2411,"-75,44","5,19","13,7","13,3","18,0","19,2","18,7","12,8","10,2","11,6","14,8","20,8","21,3","15,7","190,1",332,"92,2%"
26160100,PM,Neira,Neira,Caldas,9,1980,"-75,52","5,16","12,1","12,6","17,0","19,4","19,4","14,0","11,6","11,9","14,8","19,4","19,7","14,9","186,8",332,"92,2%"
23050250,PM,Norcasia Radio,Norcasia,Caldas,10,737,"-74,89","5,57","10,2","9,7","13,7","16,1","15,3","10,9","9,3","11,6","14,5","17,9","18,2","13,4","160,8",328,"91,1%"
26160090,PM,Pacora Plaza Feria,Pácora,Caldas,1,712,"-75,46","5,52","12,2","13,3","18,0","21,3","21,9","16,7","15,2","15,5","19,5","21,8","20,9","15,2","211,5",360,"100,0%"
26150060,PM,Arauca,Palestina (Caldas),Caldas,9,917,"-75,70","5,11","7,8","8,7","11,8","14,4","13,6","11,3","9,5","9,2","11,8","13,8","14,4","10,5","136,9",341,"94,7%"
23050230,PM,San Jose Pensilvania,Pensilvania,Caldas,10,216,"-75,15","5,37","15,4","16,6","20,7","20,7","19,4","13,0","11,5","11,6","16,8","20,4","21,0","18,7","205,8",340,"94,4%"
26170290,PM,Riosucio,Riosucio (Caldas),Caldas,9,1946,"-75,73","5,42","11,7","12,0","16,9","19,1","18,7","13,4","11,1","11,6","14,9","20,3","20,5","15,5","185,6",346,"96,1%"
26160080,PM,Salamina Conc Barc,Salamina (Caldas),Caldas,1,1890,"-75,49","5,40","9,9","11,3","15,2","18,0","16,9","10,7","10,0","10,5","13,8","19,5","18,3","13,1","167,2",360,"100,0%"
26185040,CO,San Felix,Salamina (Caldas),Caldas,1,2690,"-75,38","5,37","11,5","12,3","16,8","18,0","15,9","11,4","9,3","9,6","13,7","19,5","20,1","14,6","172,7",335,"93,1%"
23055040,CO,Samaná,Samaná,Caldas,10,1532,"-74,99","5,42","20,5","18,2","21,9","21,8","20,5","14,5","12,7","14,1","19,4","23,8","25,0","23,9","236,2",354,"98,3%"
23040070,PM,Cañaveral,Victoria,Caldas,10,1060,"-74,94","5,32","14,3","13,4","17,0","18,0","17,8","10,8","9,4","10,7","15,2","20,7","21,5","19,6","188,2",352,"97,8%"
23020100,PM,La Victoria,Victoria,Caldas,10,760,"-74,91","5,32","12,3","11,0","15,3","16,7","15,4","9,5","8,4","10,2","14,3","18,7","20,1","16,4","168,2",343,"95,3%"
26150150,PM,Papayal,Villamaria,Caldas,9,2304,"-75,49","4,95","9,3","9,7","16,2","19,6","19,7","14,2","10,4","9,3","12,6","18,9","19,3","11,5","170,6",349,"96,9%"
44040020,PM,Belén De Los Andaquíes,Belén De Los Andaquíes,Caquetá,4,300,"-75,87","1,42","9,8","11,6","18,6","20,9","21,5","20,5","19,7","15,5","13,7","15,4","15,1","12,8","195,0",360,"100,0%"
44045030,CO,La Mono,Belén De Los Andaquíes,Caquetá,4,300,"-75,81","1,30","10,5","12,6","18,9","20,7","21,8","20,4","20,0","16,4","15,2","15,7","14,7","12,1","198,9",326,"90,6%"
46040010,PM,Cartagena del Chairá,Cartagena Del Chairá,Caquetá,4,300,"-74,84","1,34","4,8","6,5","13,7","14,9","16,5","18,0","17,4","12,3","11,2","11,0","9,5","6,3","142,1",310,"86,0%"
46035010,CO,Maguare,El Doncello,Caquetá,4,270,"-75,16","1,64","6,3","9,2","17,2","19,2","20,6","20,8","19,9","16,1","14,1","15,5","13,5","7,8","180,1",354,"98,3%"
44035020,CO,Aeropuerto Gustavo Artunduaga,Florencia (Caquetá),Caquetá,4,244,"-75,56","1,59","8,4","12,0","20,0","22,7","24,1","24,0","22,9","19,4","17,3","16,9","15,9","13,2","216,8",307,"85,3%"
44030060,PM,Larandia,Florencia (Caquetá),Caquetá,4,500,"-75,49","1,49","8,8","11,5","18,9","20,5","22,1","21,6","20,0","16,5","14,9","14,9","13,9","10,4","194,1",330,"91,7%"
44035030,AM,Macagual,Florencia (Caquetá),Caquetá,4,280,"-75,66","1,50","8,5","12,6","19,7","20,4","23,1","21,9","21,9","17,7","15,7","16,4","13,4","11,9","203,2",334,"92,8%"
44030080,PM,Milan,Milán,Caquetá,4,260,"-75,51","1,29","7,6","9,7","16,3","17,8","20,0","19,6","18,6","15,0","11,8","13,1","11,3","8,4","169,1",352,"97,8%"
44050010,PM,San Antonio Getuch,Milán,Caquetá,4,250,"-75,40","1,10","6,7","9,8","13,9","16,1","19,4","16,8","15,8","12,0","11,3","12,3","10,5","8,3","152,8",326,"90,6%"
44045010,CO,San José Del Fragüa,San José Del Fragua,Caquetá,4,320,"-75,96","1,33","12,1","14,0","20,9","22,1","23,3","23,0","21,7","17,9","16,5","18,3","18,9","16,5","225,1",355,"98,6%"
46015020,CO,Santa Rosa Caguán,San Vicente Del Caguán,Caquetá,4,240,"-74,79","1,74","5,0","8,8","15,6","19,0","19,8","20,7","19,6","15,9","14,3","15,5","11,5","7,4","173,1",342,"95,0%"
44135010,CP,Araracuara,Solano,Caquetá,4,150,"-72,38","-0,62","13,1","13,4","17,5","19,5","22,1","21,4","20,1","17,2","15,3","15,8","15,5","15,0","205,8",309,"85,8%"
44100010,PM,Córdoba,Solano,Caquetá,4,152,"-74,55","-0,11","7,7","9,4","16,0","17,6","19,8","20,9","18,2","15,7","14,2","14,7","12,8","9,7","176,7",330,"91,7%"
44140020,PM,Cuemani,Solano,Caquetá,4,137,"-73,04","-0,52","5,3","6,0","9,0","10,8","11,2","11,0","10,5","7,1","7,5","7,9","7,6","6,8","100,7",304,"84,4%"
44127010,LM,Los Estrechos,Solano,Caquetá,4,139,"-73,53","-0,49","9,9","11,4","15,9","17,7","20,3","20,1","18,4","15,4","13,1","14,3","13,7","13,5","183,7",314,"87,2%"
44137080,LM,Puerto Las Brisas,Solano,Caquetá,4,132,"-72,47","-0,60","10,6","12,7","17,1","19,3","21,3","19,9","19,6","16,4","15,7","15,8","13,7","14,1","196,4",331,"91,9%"
44045020,CO,Valparaiso,Valparaíso,Caquetá,4,270,"-75,70","1,20","9,5","11,0","17,6","19,8","21,6","20,6","20,0","16,2","14,2","14,3","11,7","10,3","186,9",327,"90,8%"
35195030,CO,Aguazul,Aguazul,Casanare,6,380,"-72,55","5,18","1,3","3,0","7,6","15,4","18,9","18,9","19,3","16,3","14,1","14,7","10,1","3,0","142,8",322,"89,4%"
35190070,PM,San José  ,Aguazul,Casanare,6,190,"-72,46","5,09","0,9","1,5","5,5","11,6","13,4","13,0","13,5","11,4","8,9","10,0","6,4","1,5","97,5",339,"94,2%"
35190030,PG,Chámeza,Chámeza,Casanare,6,180,"-72,90","5,20","6,1","6,2","12,8","21,1","24,8","24,9","26,6","24,2","19,5","19,6","17,4","10,1","213,4",355,"98,6%"
36020020,PM,La Cabuya,Hato Corozal,Casanare,6,575,"-72,01","6,13","3,5","3,4","8,8","16,4","21,3","22,1","21,5","19,3","17,2","17,7","15,3","7,0","173,6",324,"90,0%"
35187010,LM,La Poyata,Mani,Casanare,3,148,"-72,15","4,44","1,2","2,6","6,0","11,6","13,7","14,8","13,0","11,7","10,3","9,2","6,3","2,5","102,9",328,"91,1%"
35220040,PM,Macucuana,Orocué,Casanare,3,117,"-71,53","4,91","1,3","2,0","4,9","10,8","14,7","15,3","13,6","11,7","10,3","9,7","6,8","3,3","104,4",346,"96,1%"
35225030,CO,Módulos - AUT ,Orocué,Casanare,3,130,"-71,43","4,91","1,8","2,9","6,6","14,4","19,2","18,9","19,3","16,9","14,3","13,4","8,6","3,7","139,9",334,"92,8%"
35220030,PG,Orocué,Orocué,Casanare,3,130,"-71,33","4,79","1,1","2,4","6,4","13,1","17,4","18,1","18,3","15,6","13,1","12,2","8,9","3,4","130,2",315,"87,5%"
36015010,CP,Paz de Ariporo,Paz De Ariporo,Casanare,6,342,"-71,89","5,88","1,4","2,5","5,7","12,9","15,6","16,4","17,1","14,2","12,9","12,8","8,5","2,9","122,9",355,"98,6%"
35230020,PM,Pore,Pore,Casanare,6,300,"-71,99","5,73","0,8","1,4","5,3","11,9","14,6","15,6","15,2","12,4","11,1","11,4","7,9","2,7","110,3",335,"93,1%"
35097090,LG,La Reventonera,Sabanalarga (Casanare),Casanare,3,451,"-73,05","4,90","2,3","2,3","6,3","15,4","19,7","20,7","21,6","19,1","15,8","15,7","13,4","6,8","159,1",348,"96,7%"
36020010,PM,Puente Quemado,Sácama,Casanare,6,120,"-72,19","6,09","5,3","5,7","10,4","18,1","21,8","22,2","21,8","21,3","17,8","18,9","16,5","7,3","187,3",337,"93,6%"
35230010,PM,San Luis De Palenque,San Luis De Palenque,Casanare,6,170,"-71,73","5,42","0,8","1,9","3,8","8,0","11,2","12,1","13,3","9,3","7,9","8,2","5,7","1,8","84,2",355,"98,6%"
35230030,PG,Tablón de Tamará,Támara,Casanare,6,350,"-72,10","5,75","1,3","2,3","5,6","11,3","15,0","15,1","15,0","13,3","11,4","11,8","7,6","3,6","113,4",338,"93,9%"
35180010,PM,La Pradera ,Tauramena,Casanare,6,180,"-72,67","4,94","1,0","2,1","4,5","12,0","13,8","13,1","12,6","11,0","10,0","10,5","7,1","2,7","100,3",343,"95,3%"
35095110,CP,La Huerta Grande,Villanueva (Casanare),Casanare,3,352,"-72,92","4,65","1,9","3,5","9,1","16,7","20,6","19,7","20,3","17,4","15,5","15,0","11,1","4,6","155,4",305,"85,0%"
35215020,CP,Aeropuerto Yopal - AUT ,Yopal,Casanare,6,325,"-72,39","5,32","1,2","2,8","7,4","14,2","17,7","18,0","19,0","16,1","13,3","13,9","8,6","2,5","134,7",325,"90,0%"
35210010,PM,El Morro,Yopal,Casanare,6,656,"-72,46","5,45","1,9","3,4","8,5","17,7","22,4","20,9","21,6","18,4","16,0","16,9","12,4","4,5","164,5",350,"97,2%"
52010020,PM,Balboa,Balboa (Cauca),Cauca,7,1700,"-77,22","2,03","14,0","11,8","14,6","14,2","12,4","6,8","5,0","3,6","5,0","15,7","20,4","17,0","140,5",299,"83,1%"
52025010,CO,Bolívar,Bolívar (Cauca),Cauca,7,1510,"-77,00","1,83","12,8","10,8","14,1","13,9","12,3","6,5","3,7","3,3","5,9","14,3","18,5","16,5","132,8",356,"98,9%"
52020050,PM,El Rodeo ,Bolívar (Cauca),Cauca,7,1400,"-76,99","1,88","12,1","10,1","13,7","14,0","12,9","6,3","3,7","3,5","5,9","13,8","18,0","15,5","129,5",358,"99,4%"
52020010,PM,Guachicono,Bolívar (Cauca),Cauca,7,720,"-77,00","2,05","12,0","10,8","13,8","12,8","13,6","7,7","5,5","4,0","6,7","14,8","18,6","15,5","135,8",358,"99,4%"
52025020,CO,Los Milagros ,Bolívar (Cauca),Cauca,7,2300,"-76,89","1,75","12,9","11,6","15,0","13,6","12,5","7,0","4,8","3,4","5,6","13,9","19,1","16,0","135,4",355,"98,6%"
26020100,PM,Buenos Aires,Buenos Aires,Cauca,9,1228,"-76,64","3,02","12,1","10,6","14,2","15,9","13,8","9,2","6,2","6,3","8,3","13,9","16,4","12,9","140,0",346,"96,1%"
26050270,PM,El Silencioso,Buenos Aires,Cauca,9,1156,"-76,72","3,12","13,2","12,3","17,1","18,5","17,8","12,7","8,8","8,3","13,2","17,8","19,8","15,9","175,4",336,"93,3%"
26020160,PM,La Catalina,Buenos Aires,Cauca,9,1441,"-76,65","2,95","12,7","12,0","16,0","16,9","16,1","11,1","7,8","7,3","10,4","16,2","18,7","15,7","160,9",360,"100,0%"
26020390,PM,Ovejas Abajo - Alerta,Buenos Aires,Cauca,9,1546,"-76,59","2,85","10,4","8,7","12,6","12,9","11,3","7,3","5,3","4,5","7,2","12,5","14,0","11,9","118,6",346,"96,1%"
26030070,PM,Dinde,Cajibío,Cauca,9,1246,"-76,75","2,70","18,4","17,0","20,2","20,9","19,6","15,4","11,7","8,2","13,3","19,0","21,8","20,2","205,6",360,"100,0%"
26020230,PM,El Rosario,Cajibío,Cauca,9,1767,"-76,76","2,61","17,6","15,5","17,2","16,7","16,2","11,6","8,7","7,5","11,1","18,2","21,0","20,4","181,6",360,"100,0%"
26025090,CO,Venta De Cajibío,Cajibío,Cauca,9,1850,"-76,56","2,58","16,2","15,2","19,5","18,8","17,3","11,0","7,5","5,8","10,2","17,8","21,2","19,1","179,6",356,"98,9%"
26040290,PM,La Aguada ,Caldono,Cauca,9,2093,"-76,41","2,88","12,6","12,8","18,1","17,4","13,8","9,3","7,0","5,3","9,2","16,9","19,0","16,5","157,9",360,"100,0%"
